Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
443		Inspur NF5468M5, Xeon Gold 6132 14C 2.6GHz, NVIDIA Tesla V100, 25G Ethernet	Bank (J)	Inspur	China	51,504	1,928.00	4,618.00	1,421,000	Xeon Gold 6132 14C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	14	Xeon Gold	Asia
444	CTcluster	Sugon TC6000, Xeon Gold 6140 18C 2.3GHz, 10G Ethernet	Telecom Company	Sugon	China	54,000	1,928.00	3,974.40	4,093,000	Xeon Gold 6140 18C 2.3GHz	CentOS	Linux	None	18	Xeon Gold	Asia
445		Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, Infiniband EDR	Internet Company	Inspur	China	40,320	1,921.00	3,520.51	1,284,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
446		ThinkSystem SR650, Xeon Gold 6138 20C 2GHz, 10G Ethernet	Financial Company P	Lenovo	China	57,200	1,914.59	3,660.80	5,239,680	Xeon Gold 6138 20C 2GHz	Linux	Linux	None	20	Xeon Gold	Asia
447		Huawei 2288H V5, Xeon Gold 6150 18C 2.7GHz, 10G Ethernet	Energy Company	xFusion	China	49,680	1,914.38	4,292.35	4,569,600	Xeon Gold 6150 18C 2.7GHz	Linux	Linux	None	18	Xeon Gold	Asia
448		ThinkSystem SR650, Xeon E5-2698v3 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	86,400	1,905.48	3,179.52	7,200,000	Xeon E5-2698v3 16C 2.3GHz	Linux	Linux	None	16	Intel Xeon E5 (Haswell)	Asia
449		Sugon TC6000, Xeon Gold 6132 14C 2.6GHz, 25G Ethernet	DJIT Company	Sugon	China	46,200	1,901.00	3,843.84	3,689,000	Xeon Gold 6132 14C 2.6GHz	CentOS	Linux	None	14	Xeon Gold	Asia
450	Piz Daint Multicore	Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	Swiss National Supercomputing Centre (CSCS)	HPE	Switzerland	65,268	1,896.75	2,193.01	3,711,744	Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
451		Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Internet Company	Sugon	China	56,800	1,896.00	3,816.96	4,686,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
452	Rockfish	ThinkSystem SD530, Xeon Gold 6248R 24C 3GHz, Infiniband HDR	Johns Hopkins University	Lenovo	United States	32,352	1,886.65	3,105.79	3,672,192	Xeon Gold 6248R 24C 3GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
453	Agate	Apollo 6500, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, InfiniBand HDR 100	University of Minnesota/Supercomputing Institute	HPE	United States	31,744	1,884.00	3,551.31	1,064,448	AMD EPYC 7763 64C 2.45GHz	RHEL 8.3	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Milan	North America
454	A1	Lenovo HR650x, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet	Service Provider T	Lenovo	China	47,040	1,882.56	3,612.67	4,751,616	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	None	20	Xeon Gold	Asia
455		INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	173,680	1,872.00	15,162.37	1,337,000	Xeon Gold 5117 14C 2GHz	CentOS	Linux	NVIDIA Tesla V100	14	Xeon Gold	Asia
456		Inspur TS10000, Xeon Gold 6130 16C 2.1GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	40,320	1,872.00	3,520.51	1,284,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	NVIDIA Tesla V100	16	Xeon Gold	Asia
457	Tera-1000-1	bullx DLC 720, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR	Commissariat a l'Energie Atomique (CEA)	Atos	France	70,272	1,871.00	2,586.01	4,263,552	Xeon E5-2698v3 16C 2.3GHz	Bullx Linux	Linux	None	16	Intel Xeon E5 (Haswell)	Europe
458		HPE SGI 8600, Xeon Gold 6242R 20C 3.1GHz, Infiniband EDR	Japan Atomic Energy Agency(JAEA)/ National Institutes for Quantum and Radiological Science and Technology(QST)	HPE	Japan	28,240	1,870.73	2,801.41	2,707,200	Xeon Gold 6242R 20C 3.1GHz	RHEL 7.8	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
459		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 10G Ethernet	DJIT Company	Lenovo	China	44,000	1,861.37	3,520.00	4,595,712	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
460		Inspur NF5468M5, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet	Internet Service P	Inspur	China	46,480	1,854.00	4,080.05	1,387,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	NVIDIA Tesla V100	12	Xeon Gold	Asia
461		Inspur TS10000, Xeon Gold 6248 20C 2.5GHz/Platinum 8268 24C 2.9GHz, NVIDIA Tesla V100, 100G Ethernet	Nanjing University	Inspur	China	37,440	1,853.00	3,432.00	1,230,000	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
462	Santos Dumont (SDumont)	Bull Sequana X1000, Xeon Gold 6252 24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2	Laboratório Nacional de Computação Científica	Atos	Brazil	33,856	1,849.00	2,727.03	1,257,024	Xeon Gold 6252 24C 2.1GHz	bullx SCS	Linux	NVIDIA Tesla V100 SXM2	24	Xeon Gold 62xx (Cascade Lake)	South America
463	Phoenix	Relion XE2142/XE1114GT, Intel Xeon Gold 6226 12C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand HDR100	Georgia Institute of Technology	Penguin Computing	United States	31,104	1,840.89	2,687.39	3,165,312	Intel Xeon Gold 6226 12C 2.7GHz	Redhat Enterprise Linux 6	Linux	None	12	Xeon Gold 62xx (Cascade Lake)	North America
464	bsystem	Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Internet Company	Sugon	China	55,040	1,838.00	3,698.69	4,613,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
465		ThinkSystem SR570, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	83,200	1,835.52	6,123.52	7,065,600	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
466		Sugon TC6000, Xeon Gold 6148 20C 2.4GHz, 25G Ethernet	DJIT Company	Sugon	China	48,000	1,833.00	3,686.40	3,146,000	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	None	20	Xeon Gold	Asia
467	Astra	Apollo 70, Marvell ThunderX2 ARM CN9975-2000  28C 2GHz, 4xEDR Infiniband	Sandia National Laboratories	HPE	United States	143,640	1,833.00	2,298.24	5,220,096	Marvell ThunderX2 CN9975-2000  28C 2GHz	Tri-Lab Operating System 	Linux	None	28	Marvell ThunderX2	North America
468		Sugon TC6000, Xeon Gold 5117 14C 2GHz, 25G Ethernet	Internet Service (B)	Sugon	China	116,200	1,832.00	7,436.80	5,758,000	Xeon Gold 5117 14C 2GHz	CentOS	Linux	None	14	Xeon Gold	Asia
469		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	43,200	1,831.49	3,456.00	4,553,664	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
470	Grete	MEGWARE GPU Server System, AMD EPYC 7513 32C 2.6GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR	NHR@Göttingen	MEGWARE	Germany	17,856	1,831.00	2,823.19	826,560	AMD EPYC 7513 32C 2.6GHz	Rocky Linux 8.4	Linux	NVIDIA A100 SXM4 40 GB	32	AMD Milan	Europe
471	scafellpike	Bull Sequana X1000, Intel Xeon Phi 7210 64C 1.3GHz/Xeon Gold 6142, Mellanox EDR	Science and Technology Facilities Council	Atos	United Kingdom	80,640	1,829.86	4,329.73	4,162,560	Intel Xeon Phi 7210 64C 1.3GHz	bullx SCS	Linux	None	64	Intel Xeon Phi	Europe
472		ThinkSystem SR650, Xeon Gold 6138 20C 2GHz, 10G Ethernet, NVIDIA Tesla P100	Financial Company P	Lenovo	China	66,080	1,828.02	4,981.76	3,810,048	Xeon Gold 6138 20C 2GHz	Linux	Linux	NVIDIA Tesla P100	20	Xeon Gold	Asia
473	NOK1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MKO	Lenovo	South Korea	53,760	1,826.56	3,612.67	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
474	A2A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	1,826.56	3,612.67	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
475	JGV100System	Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Company	Sugon	China	41,760	1,825.00	3,353.18	908,000	Xeon E5-2680v4 14C 2.4GHz	CentOS	Linux	NVIDIA Tesla V100	14	Intel Xeon E5 (Broadwell)	Asia
476		Sugon TC6000, Xeon Gold 6132 14C 2.6GHz, 10G Ethernet	IT Service Provider	Sugon	China	44,100	1,824.00	3,669.12	3,604,000	Xeon Gold 6132 14C 2.6GHz	CentOS	Linux	None	14	Xeon Gold	Asia
477		INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	48,880	1,820.00	4,140.03	1,337,000	Xeon Gold 5117 14C 2GHz	CentOS	Linux	NVIDIA Tesla V100	14	Xeon Gold	Asia
478		INSPUR SA5212M5, Xeon Gold 5117 14C 2GHz, NVIDIA Tesla V100, 10G Ethernet	Internet Service (B)	Inspur	China	48,880	1,820.00	4,140.03	1,337,000	Xeon Gold 5117 14C 2GHz	CentOS	Linux	NVIDIA Tesla V100	14	Xeon Gold	Asia
479		Sugon TC6000, Xeon Gold 6130 16C 2.1GHz, 25G Ethernet	Government Agency (S)	Sugon	China	54,240	1,815.00	3,644.93	4,626,000	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Asia
480	szaisystem	Sugon TC6000, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, Infiniband EDR	Suzhou SC center	Sugon	China	30,600	1,814.00	2,674.10	824,000	Xeon Gold 6248 20C 2.5GHz	CentOS	Linux	NVIDIA Tesla V100	20	Xeon Gold 62xx (Cascade Lake)	Asia
481	Bank P A2	ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Financial Company P	Lenovo	China	36,000	1,809.34	3,021.60	2,400,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold	Asia
482	Bank P A2	ThinkSystem SR650, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet	Financial Company P	Lenovo	China	36,000	1,809.34	3,021.60	2,400,000	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	NVIDIA Tesla V100	20	Xeon Gold	Asia
483	JCSystem	Sugon TC6000, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet	Internet Company	Sugon	China	110,080	1,807.00	3,698.69	6,432,000	Xeon E5-2620v4 8C 2.1GHz	Linux	Linux	None	8	Intel Xeon E5 (Broadwell)	Asia
484	S1	ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR	Government	Lenovo	China	33,840	1,804.00	2,923.78	4,248,384	Xeon Gold 6150 18C 2.7GHz	Linux	Linux	None	18	Xeon Gold	Asia
485	Beskow	Cray XC40, Xeon E5-2695v4/E5-2698v3 16C 2.3GHz, Aries interconnect 	KTH - Royal Institute of Technology	HPE	Sweden	67,456	1,802.51	2,438.14	3,932,160	Xeon E5-2698v3 16C 2.3GHz	Cray Linux Environment 	Linux	None	16	Intel Xeon E5 (Haswell)	Europe
486	ESSystem	Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet	State Grid Corp	Sugon	China	105,000	1,790.00	3,696.00	7,657,000	Xeon E5-2630v4 10C 2.2GHz	CentOS	Linux	None	10	Intel Xeon E5 (Broadwell)	Asia
487	Molecular Simulator	NEC LX Cluster, Xeon Gold 6148/6154, Intel Omni-Path	Institute for Molecular Science	NEC	Japan	38,552	1,785.62	3,072.77	2,649,984	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	None	20	Xeon Gold	Asia
488	RE1A	ThinkSystem SD650-N V2, Intel Xeon Platinum 8362 32C 2.8GHz, NVIDIA A100 40GB, Infiniband HDR	Flatiron Institute	Lenovo	United States	17,856	1,771.00	3,014.44	852,768	Intel Xeon Platinum 8362 32C 2.8GHz	Linux	Linux	NVIDIA A100 40GB	32	Xeon® Platinum 83xx (Ice Lake)	North America
489	R1	ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR	Government	Lenovo	China	33,120	1,768.59	2,861.57	4,202,880	Xeon Gold 6150 18C 2.7GHz	Linux	Linux	None	18	Xeon Gold	Asia
490		ThinkSystem SR570, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	80,000	1,765.81	5,888.00	6,928,128	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
491		Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet	Internet Company	Sugon	China	99,360	1,765.00	7,312.90	5,843,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	None	12	Xeon Gold	Asia
492	POD3	Huawei Cluster, Xeon Gold 6148 20C 2.4GHz, Infiniband	Group 42	xFusion	United Arab Emirates	34,800	1,756.75	2,672.64	5,145,600	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	None	20	Xeon Gold	Asia
493	QURIOSITY	Apollo XL230k, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path	BASF	HPE	Germany	35,280	1,750.18	2,709.50	4,264,320	Xeon Gold 6148 20C 2.4GHz	Linux	Linux	None	20	Xeon Gold	Europe
494	CARA	NEC LX Cluster, AMD Epyc 7601 32C 2.2GHz, Infiniband HDR	German Aerospace Center	NEC	Germany	145,920	1,746.00	2,568.19	5,483,088	AMD Epyc 7601 32C 2.2GHz	Linux	Linux	None	32	AMD Naples	Europe
495		ThinkSystem SR590, Xeon E7-4850V3 14C 2.2GHz, 10G Ethernet	DJIT Company	Lenovo	China	2,312,800	1,741.02	81,410.56	7,526,016	Xeon E7-4850V3 14C 2.2GHz	Linux	Linux	None	14	Intel Xeon E7 (Haswell-Ex)	Asia
496	CSystem	Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 10G Ethernet	Telecom Operator (C)	Sugon	China	97,920	1,736.00	7,206.91	6,750,000	Xeon Gold 5118 12C 2.3GHz	Linux	Linux	None	12	Xeon Gold	Asia
497	Q1	ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, Infiniband FDR	Government	Lenovo	China	32,400	1,735.66	2,799.36	4,156,992	Xeon Gold 6150 18C 2.7GHz	Linux	Linux	None	18	Xeon Gold	Asia
498		Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet	Internet Service A	Inspur	China	38,400	1,729.00	3,072.00	8,122,000	Xeon Platinum 8163 24C 2.5GHz	CentOS	Linux	None	24	Xeon Platinum	Asia
499		Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet	Internet Service A	Inspur	China	38,400	1,729.00	3,072.00	8,122,000	Xeon Platinum 8163 24C 2.5GHz	CentOS	Linux	None	24	Xeon Platinum	Asia
500		Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, 10G Ethernet	Internet Service A	Inspur	China	38,400	1,729.00	3,072.00	8,122,000	Xeon Platinum 8163 24C 2.5GHz	CentOS	Linux	None	24	Xeon Platinum	Asia
